-1.0,-1.5483891551277318
-0.9,-1.252163852378691
-0.8,-1.0219954875791113
-0.7000000000000001,-0.8345325005685779
-0.6000000000000001,-0.6758710804490008
-0.5000000000000001,-0.5371174304582023
-0.40000000000000013,-0.41220411739364704
-0.30000000000000016,-0.29671459212418666
-0.20000000000000015,-0.2045199715732756
-0.10000000000000014,-0.10266074861548077
-1.3877787807814457E-16,NaN
0.09999999999999987,NaN
0.19999999999999987,0.20270720549812032
0.2999999999999999,0.30931307453171747
0.3999999999999999,0.4226844324417761
0.4999999999999999,0.5459195627691724
0.5999999999999999,0.6829949380887416
0.6999999999999998,0.8392013524044247
0.7999999999999998,1.0217329958702883
0.8999999999999998,1.2605490222409472
0.9999999999999998,1.5586493991631942
